date,calories_out,activity_calories,calories_bmr,active_score,steps,sedentary_minutes,lightly_active_minutes,fairly_active_minutes,very_active_minutes,marginal_calories,resting_heart_rate
2024-11-28,2450,623,1613,-1,4927,1310,87,25,18,573,59
